first_name,last_name,address,date_of_birth
EGXKNHR,JWZAUCUIB,ECRUUKRIJX RUTSJZMXPW DARWIN NT 0800 AUSTRALIA,25-06-2016
NG,BET,YDK COYFCRFB MELBOURNE 3000 AUSTRALIA,17-09-1975
Y,EWBJBYVHSI,MZIPFKCNZ WSQUBCPYR SYDNEY NSW 2000 AUSTRALIA,18-08-2009
PYQ,NAVOFM,AE UROCDQD PERTH WA 6000 AUSTRALIA,05-09-1979
VDOFHCH,W,AMNDZNJ NXIWJ MELBOURNE 3000 AUSTRALIA,10-09-1955
CWFGUIG,GYYXBEZCCS,G NTITNWG ADELAIDE SA 5000 AUSTRALIA,26-11-1950
VON,MER,ZZTSQP BAZEWZ DARWIN NT 0800 AUSTRALIA,05-11-2008
JNUUDFOG,YWZ,BBFDJZBWLF TQUVSPO MELBOURNE 3000 AUSTRALIA,10-01-1951
HQDVCLVL,DYJBTYQI,Z D DARWIN NT 0800 AUSTRALIA,04-10-1993
NMBOSOBNK,K,LHSKQ BZ CANBERRA ACT 2600 AUSTRALIA,18-01-1988
CPXQXWCJU,Q,OEE HJKKXUF CANBERRA ACT 2600 AUSTRALIA,16-07-2014
OZTYPK,EAOGTFIAGV,OE DBRFZHQ BRISBANE QLD 4001 AUSTRALIA,29-01-1998
QLQYYRTNJP,FRON,AOXN QUIHKL PERTH WA 6000 AUSTRALIA,12-05-2007
NAVMFPN,YFLRHPCW,PP N BRISBANE QLD 4001 AUSTRALIA,02-02-1969
HKNJJUCJWV,ZMNTPQA,TRBFIB KPIIISBD PERTH WA 6000 AUSTRALIA,14-10-1975
H,TY,TZFJZUM ORAIFRIFK DARWIN NT 0800 AUSTRALIA,01-01-1973
OKCTTM,TUJDF,GIUEAJQ Z ADELAIDE SA 5000 AUSTRALIA,08-06-1992
QS,BA,ASKXVQSAZ IJILZLRWVS MELBOURNE 3000 AUSTRALIA,25-11-1966
ABSYACXSPL,BKV,JKBVTW LXZT DARWIN NT 0800 AUSTRALIA,16-01-1973
UXXBAMVPZ,MWHLGAXC,BL V PERTH WA 6000 AUSTRALIA,17-06-1954
BDTIFMETJP,IKSMTCQEW,NILDQTOWD BDIXSH ADELAIDE SA 5000 AUSTRALIA,01-05-2016
VN,YFBTF,TXF QCVA PERTH WA 6000 AUSTRALIA,24-04-1996
TMCQ,VVL,YTACQTAVQ NYLO ADELAIDE SA 5000 AUSTRALIA,29-06-1977
WVQVZ,UHSLGPBQM,J TKCZSTMFHD SYDNEY NSW 2000 AUSTRALIA,21-09-1980
FYZTIPPWSH,NJIBF,IBTUBJKLRB MKTPX DARWIN NT 0800 AUSTRALIA,06-05-2018
MDMK,RQWLOHOT,JVANNJWMGI RYDPR MELBOURNE 3000 AUSTRALIA,15-05-1973
OGRXHLAAY,XZBK,LXFBBTKJO K CANBERRA ACT 2600 AUSTRALIA,20-10-1998
FW,P,V PUSITDDV BRISBANE QLD 4001 AUSTRALIA,18-01-2017
FUQLQ,TEILRSY,FPOH DEMR SYDNEY NSW 2000 AUSTRALIA,11-04-1990
PYMTHXNS,OJUGNRVNJS,FIEA BUJBL HOBART TAS 7000 AUSTRALIA,10-06-2007
GPHSTBSLMW,NMJQZWFI,BJN EGANAXNCGM SYDNEY NSW 2000 AUSTRALIA,28-06-2009
BN,SXGBZAOJ,MVMYRF SXXAJRMHOE CANBERRA ACT 2600 AUSTRALIA,04-06-2008
KITTC,EXITNCIOAK,EHMPYFAJ ZFCOYNYIL ADELAIDE SA 5000 AUSTRALIA,04-03-1962
UIIEZ,NWAPLRER,DB MG SYDNEY NSW 2000 AUSTRALIA,25-05-1992
SPSVRZQDH,W,NEFDFOS TZ HOBART TAS 7000 AUSTRALIA,17-02-1983
DIABNBR,PEV,KCI RXSXFUITHS MELBOURNE 3000 AUSTRALIA,17-05-1974
GRAEUJRE,IUFP,DIC MHNGUIYWU PERTH WA 6000 AUSTRALIA,01-08-1957
NK,PIYMOWR,JLNUFRJJ TTUP BRISBANE QLD 4001 AUSTRALIA,07-11-1971
EFWR,WQMLGCU,GLG NRC BRISBANE QLD 4001 AUSTRALIA,04-03-2005
KZFLFA,OUBXWF,J PWOVUXXWHV BRISBANE QLD 4001 AUSTRALIA,13-04-1984
IBHVVJ,XNUBBZDNV,PGEL CQKGL CANBERRA ACT 2600 AUSTRALIA,23-06-1990
OP,HMLZOGWS,OGLBOYSL LDJNCZU ADELAIDE SA 5000 AUSTRALIA,22-01-1967
XNBGHFRPMW,KHNF,NZMDZ D DARWIN NT 0800 AUSTRALIA,26-09-1956
LBDUEHOO,INGKI,OL BGSBSXUFWW SYDNEY NSW 2000 AUSTRALIA,05-04-1989
G,RCVZZ,IJAWTCA ORNQF ADELAIDE SA 5000 AUSTRALIA,20-11-1990
ILWBWIUYX,AOCHZYF,VDZJ WIAR DARWIN NT 0800 AUSTRALIA,15-10-1971
LN,MHSO,MAYMAMIGHB JNZG BRISBANE QLD 4001 AUSTRALIA,11-02-1975
WTUUDG,YCQ,GHMJACVC EIDJ SYDNEY NSW 2000 AUSTRALIA,29-09-1986
NOVQNXGGG,WNAGCZVDN,BUXP QL PERTH WA 6000 AUSTRALIA,27-02-1975
CX,RGJU,OUWW KIHBSVLCXB HOBART TAS 7000 AUSTRALIA,10-10-1955
ZEMAMM,JUI,GOGZUXKBJ KGVZPNX MELBOURNE 3000 AUSTRALIA,09-01-1956
TVBWANR,OCAWNJM,WNNHVUHD O PERTH WA 6000 AUSTRALIA,10-09-2007
WRRMLQFAF,CIUXXWA,LZPYCCS N HOBART TAS 7000 AUSTRALIA,28-08-1983
VIDBWCWQH,BSBQGKPV,CP TRAVFML CANBERRA ACT 2600 AUSTRALIA,24-03-1990
API,YVPCSCIFES,XBYHF UPJOKFRQS HOBART TAS 7000 AUSTRALIA,29-04-1986
ROMV,U,FGTTKQD OTDGACO PERTH WA 6000 AUSTRALIA,21-11-2016
HHKYGQAUNC,GYX,RYCJVGSBRU MNOKU CANBERRA ACT 2600 AUSTRALIA,07-01-1957
LDOWPQXQK,QIWDJUZOM,IBFJX DUMS BRISBANE QLD 4001 AUSTRALIA,13-06-1979
SOULPH,SGXMLQJMK,NPWJY KVQCWJUUOK CANBERRA ACT 2600 AUSTRALIA,29-04-1999
GOFWQ,OQOG,OBRVLUZ BQFQBH ADELAIDE SA 5000 AUSTRALIA,12-09-1997
KIPNF,XDPMPYEQEF,A WMPOALKNY PERTH WA 6000 AUSTRALIA,04-05-2006
PWKPHDJNX,YXSYFVZ,LDHA TUOX HOBART TAS 7000 AUSTRALIA,12-07-2009
ZAI,HBNTCS,XE TVY HOBART TAS 7000 AUSTRALIA,20-07-2017
KV,GDOMI,ITYPHF IDTRWGQM PERTH WA 6000 AUSTRALIA,10-03-1970
ZEJMRWYRDE,AUYJ,EECYT BNZTYGPYP PERTH WA 6000 AUSTRALIA,28-05-2002
FHO,ECMQSWC,HLT TZ BRISBANE QLD 4001 AUSTRALIA,28-02-1979
AQMWKVN,FURUSHOXL,Z P HOBART TAS 7000 AUSTRALIA,27-07-2001
DYG,NRLLT,GXAOGWZLEQ Z DARWIN NT 0800 AUSTRALIA,12-03-1974
GIZUZ,RXSBAO,MOPPAYYI XLEO HOBART TAS 7000 AUSTRALIA,08-08-2011
L,S,V SZQWYSKG CANBERRA ACT 2600 AUSTRALIA,09-07-1974
FHWHVA,FFFZMAI,XSBVUNMYE MBBO HOBART TAS 7000 AUSTRALIA,15-04-1973
MGBZWQCR,KZ,PYWRWBUKMR OHA BRISBANE QLD 4001 AUSTRALIA,04-06-1966
FST,DCUYYSPT,QJBREV XJPYWUHD BRISBANE QLD 4001 AUSTRALIA,26-07-1964
GWJ,HXFNXAYT,UTZBFBPYP GJSM ADELAIDE SA 5000 AUSTRALIA,25-10-1950
ETFV,N,XTJDOPSZJ LRFTUHA DARWIN NT 0800 AUSTRALIA,24-02-2014
PKF,TRNGVQM,IMHZG DIOUVZ CANBERRA ACT 2600 AUSTRALIA,15-03-1997
RQGGFH,KY,RGYGAHSLS Y MELBOURNE 3000 AUSTRALIA,15-01-2015
YZBZHE,EVRIOE,FXYY IAP DARWIN NT 0800 AUSTRALIA,06-04-1970
NAH,OECVQEUM,APVT QJQHCXDCFJ BRISBANE QLD 4001 AUSTRALIA,13-04-2000
EZQDTMIKIZ,NWUBM,YJYK AVT SYDNEY NSW 2000 AUSTRALIA,18-09-2017
XGNP,QGXCKQPAHB,DGN GHEIENNOMZ CANBERRA ACT 2600 AUSTRALIA,09-05-2001
SSKW,HEMLHUVH,GI DATVBG PERTH WA 6000 AUSTRALIA,08-11-2017
TVATZIQ,WMGQFTXYF,XUHS KE BRISBANE QLD 4001 AUSTRALIA,11-03-1985
IQHQXV,DDWMOS,GRTKCRGRTK AHUWECY PERTH WA 6000 AUSTRALIA,09-05-1970
NAEJ,YUDJQ,SGHBZB PBJLRFX CANBERRA ACT 2600 AUSTRALIA,01-04-1953
FBKTUNKMV,PJCNDRSOU,DDBA HBSREQWTTR PERTH WA 6000 AUSTRALIA,26-08-1978
TXRUWZ,YQOOPQZSF,AH DWMSUFMF SYDNEY NSW 2000 AUSTRALIA,28-11-2005
YRE,LAZS,VA PVXDVFIWTP PERTH WA 6000 AUSTRALIA,25-07-2008
OI,U,QVCNOSDVL YYFMXF BRISBANE QLD 4001 AUSTRALIA,14-01-1998
FHIEE,T,LCHXRNKLG NG BRISBANE QLD 4001 AUSTRALIA,27-11-1976
XY,RRO,UQ QEY PERTH WA 6000 AUSTRALIA,21-02-1992
JJGAD,WYOOAAUNO,FRFBKSFO TYGDZRUZU CANBERRA ACT 2600 AUSTRALIA,05-03-2016
BHEQ,ZPCRASAW,XZTZP JGEBBPWEG SYDNEY NSW 2000 AUSTRALIA,15-07-1962
DBBDHKO,SYUZLBAH,UNOJIEUUTR BJKMHHK HOBART TAS 7000 AUSTRALIA,27-07-1958
TMYTPRM,ZACCDEMPB,BYB RLMVBAKYTL HOBART TAS 7000 AUSTRALIA,16-07-2015
QONC,LMFOLO,I IDDVYFX SYDNEY NSW 2000 AUSTRALIA,12-09-1986
DX,NJBHZUXB,BV MHWLNUJ SYDNEY NSW 2000 AUSTRALIA,02-04-1995
GYNIH,RKPS,QPWTM NLTOTFUR SYDNEY NSW 2000 AUSTRALIA,19-05-2001
MIOY,PISYVLT,NGZQJIXP OEEBHYJOH ADELAIDE SA 5000 AUSTRALIA,28-11-2002
COU,BJYFWZDIX,BJJAQLO DSODL MELBOURNE 3000 AUSTRALIA,04-09-1987
JWIXQJ,HLBODB,WAOFCCBZ E SYDNEY NSW 2000 AUSTRALIA,16-04-1974
AFOQWTR,UFRGNPKW,YSYZO QN BRISBANE QLD 4001 AUSTRALIA,26-10-1989
LOOGOPQ,SZF,TADVECWXGN UMVTBUCEUO DARWIN NT 0800 AUSTRALIA,25-02-1982
YLSORWPSC,GJI,LYLRAXL IIKUGL CANBERRA ACT 2600 AUSTRALIA,02-09-1959
PFL,AYKZHHJ,FOOGLNRB ZFXE MELBOURNE 3000 AUSTRALIA,10-02-1973
AILJ,XTGWIREZEN,V FJUOEGZA HOBART TAS 7000 AUSTRALIA,17-08-2009
SQFNURKOJO,OWT,TYRAB SS CANBERRA ACT 2600 AUSTRALIA,09-09-1974
SJ,QXQXZF,SCQ TZ BRISBANE QLD 4001 AUSTRALIA,26-05-1966
GQMBJYYU,INUBPG,TNBMADN ZPIEEVPL MELBOURNE 3000 AUSTRALIA,13-06-1986
VI,CXIQWAQH,CGVMQXPMS QOBOPRP ADELAIDE SA 5000 AUSTRALIA,08-10-1972
O,WMHTX,QV KPGHW ADELAIDE SA 5000 AUSTRALIA,25-08-1961
ARLOKH,XMQQMLAQR,DKDLFUCY XMCGBEKY SYDNEY NSW 2000 AUSTRALIA,05-07-2010
VIUNEOGABS,FNT,THP Y SYDNEY NSW 2000 AUSTRALIA,03-08-2013
IWLLHRFT,NG,LBVNPW CHKNEHS SYDNEY NSW 2000 AUSTRALIA,13-06-1971
ZFHCMNX,QIO,FVQETLNS MVCYTG BRISBANE QLD 4001 AUSTRALIA,21-02-2005
GJHHLWWO,VPFZPLAWZJ,JKYN JQBIWZG BRISBANE QLD 4001 AUSTRALIA,23-03-1964
ZWLUSYINLL,LSQLV,RALI YFAIRUM DARWIN NT 0800 AUSTRALIA,07-02-1969
PS,OWYCUZKFSW,WMSPK XRCB DARWIN NT 0800 AUSTRALIA,06-01-1997
GZWXT,YTYEYPEXRG,BPCZWVDB HGR PERTH WA 6000 AUSTRALIA,18-07-1972
ZFQRGLN,URW,O OZVV PERTH WA 6000 AUSTRALIA,10-07-1967
IAFJUA,SGDNO,OGZ KYHGAB MELBOURNE 3000 AUSTRALIA,01-02-2013
KLYDYSJLUB,ZI,Q K MELBOURNE 3000 AUSTRALIA,02-04-2005
YB,LHKGYLXCRT,TMXYN GPGPJIMAF BRISBANE QLD 4001 AUSTRALIA,11-06-1967
XJCZZCYEY,YVGRLUSWI,BNTIJKLQ XJIG MELBOURNE 3000 AUSTRALIA,26-08-1968
EJJXDVRFT,IIQINTQXN,JO VXHFPZGZPQ MELBOURNE 3000 AUSTRALIA,09-09-1955
DPZIIXPQQL,VRMZMF,F ZMU MELBOURNE 3000 AUSTRALIA,18-08-1972
K,EXSGQUVFA,TV PL ADELAIDE SA 5000 AUSTRALIA,29-04-1969
VHPNXFWV,DYXVWLRBUD,OYCOZAYSN VN ADELAIDE SA 5000 AUSTRALIA,19-02-2018
GRWKWCHBDR,ZJP,NTBMCKJM OGRGEGC HOBART TAS 7000 AUSTRALIA,28-10-2017
KBITA,NOW,TUDEYY MXFX MELBOURNE 3000 AUSTRALIA,02-08-1963
WKZPHAN,VYUJRA,IWYDI LEYJMNTVI BRISBANE QLD 4001 AUSTRALIA,21-08-1971
NUHRDSFRR,JPPBAASW,QFBUYHCHES SKPCANM SYDNEY NSW 2000 AUSTRALIA,15-02-2015
GPNZAFD,SMFLIDEPV,TO TYX CANBERRA ACT 2600 AUSTRALIA,21-03-1965
J,DDIOJIKIN,GVRPTIH DUFMDVW ADELAIDE SA 5000 AUSTRALIA,16-07-2005
WW,BJGYWV,UX F PERTH WA 6000 AUSTRALIA,14-04-1992
ASFEES,WIZKXYT,BVFSPG SRQFJGS MELBOURNE 3000 AUSTRALIA,24-09-1958
CH,MIBFRNY,D OLB MELBOURNE 3000 AUSTRALIA,22-06-2002
OUH,DDKOTFYYDX,CZHALVP SDCVRSKCPP MELBOURNE 3000 AUSTRALIA,09-08-1977
GURJC,PW,JXNTZVS QZLWRKDH CANBERRA ACT 2600 AUSTRALIA,05-02-2010
GC,ZWNBYYS,E REEGTIABDB ADELAIDE SA 5000 AUSTRALIA,10-02-1989
UBC,TJNUXSD,VCZZ X ADELAIDE SA 5000 AUSTRALIA,24-07-1956
SMNJLYBCI,CSEXSZJR,XRJAVNKN JCUPKHTH MELBOURNE 3000 AUSTRALIA,16-01-1963
GJH,XNZKZ,FVRXCYROC N SYDNEY NSW 2000 AUSTRALIA,02-11-2004
BHJAXC,SQMNO,QSMTIN AXKV CANBERRA ACT 2600 AUSTRALIA,13-05-2017
ERZLPFX,KIJKZ,H AJV ADELAIDE SA 5000 AUSTRALIA,16-07-1980
NNSKI,UEQXH,DSDC FHIUV DARWIN NT 0800 AUSTRALIA,23-03-2016
RIWV,ZSN,VRMPKOPWRX PTPAPJHZ ADELAIDE SA 5000 AUSTRALIA,11-06-2010
XZMKXPCLGE,B,QZW ECXO HOBART TAS 7000 AUSTRALIA,24-06-2014
MMIAL,QNXTXWG,HSEP E ADELAIDE SA 5000 AUSTRALIA,23-09-2011
GRK,YK,LOXKCQLF C SYDNEY NSW 2000 AUSTRALIA,29-03-1976
OIWXDGS,MQVNYV,SWTUT JCFDSF MELBOURNE 3000 AUSTRALIA,02-06-1954
KS,UQILJDKEL,MUUSJZIPAI NI BRISBANE QLD 4001 AUSTRALIA,29-03-2015
RRAOZP,LD,PLLORY TTPPORWPHZ HOBART TAS 7000 AUSTRALIA,17-01-1983
T,VWBNKKQ,COBR NNR DARWIN NT 0800 AUSTRALIA,05-11-1962
O,BG,WXLPB CH DARWIN NT 0800 AUSTRALIA,02-09-2017
QFHXB,WHFXJ,ELWH SC ADELAIDE SA 5000 AUSTRALIA,22-03-2010
QYN,DUXMOQAWBY,HTWCCWMIBA WY DARWIN NT 0800 AUSTRALIA,26-02-1989
OG,ACMUN,JM VBW HOBART TAS 7000 AUSTRALIA,04-07-2010
VHZODR,MUVD,LQSORNLZ JXIDENML HOBART TAS 7000 AUSTRALIA,14-05-1951
IIQWZA,ZVSO,TPVHSSQOOU IKGM HOBART TAS 7000 AUSTRALIA,21-10-2012
ZKUA,FSXGSH,MWVQWCY JNVDYEBLYR PERTH WA 6000 AUSTRALIA,08-08-2006
NKSCULPD,IGSQEQFD,PENZ UOH DARWIN NT 0800 AUSTRALIA,20-04-1971
TVMPI,D,O QAJY BRISBANE QLD 4001 AUSTRALIA,29-03-1975
UEAFH,XURSAS,IH ZVMAVHX HOBART TAS 7000 AUSTRALIA,24-03-2018
ERESKDL,URFPKOVECR,HPHXU AUAGMZHO ADELAIDE SA 5000 AUSTRALIA,25-03-1997
LDKGLBHPF,GKP,LNGVGEIMY UMDVGDGVD ADELAIDE SA 5000 AUSTRALIA,06-06-2003
TTMCDDQDO,SPMDMVAA,PHLDHOBG WO MELBOURNE 3000 AUSTRALIA,03-01-1974
AKJTZ,NEQT,C EFDTKFQL MELBOURNE 3000 AUSTRALIA,26-02-1963
GA,N,BDZOFQYN VHZKYBX SYDNEY NSW 2000 AUSTRALIA,02-01-1958
BXYZYTDE,FNRRYWG,PMWRAMWUX TKZZEWG CANBERRA ACT 2600 AUSTRALIA,25-08-1964
LODBVO,VUHLKFX,OPCWU QWKBWU DARWIN NT 0800 AUSTRALIA,11-10-2009
QLWCI,PY,SVEHECSMK VD HOBART TAS 7000 AUSTRALIA,04-06-1951
M,WTBXHKWANL,CCJGATCQ QFH MELBOURNE 3000 AUSTRALIA,07-08-1956
BPZMIJ,IVPND,CBRDTBDID ECVHNJFR SYDNEY NSW 2000 AUSTRALIA,28-01-1958
V,MHQOPGUVTS,ACKGYEFSOL RF BRISBANE QLD 4001 AUSTRALIA,17-02-1968
VUPXMGHL,SAQJDXCATK,FINONQP PQFSCPZNEI HOBART TAS 7000 AUSTRALIA,20-03-2006
UVPD,EXFLYV,FVNHSMLBW H MELBOURNE 3000 AUSTRALIA,10-05-1987
TYYWVJW,BTTRWBCB,Y EU SYDNEY NSW 2000 AUSTRALIA,17-09-1980
VCW,BIDESAHOC,EBSIBJ EILDUBSVE DARWIN NT 0800 AUSTRALIA,17-05-1960
IMG,WGJDKYIUE,SPC NRSYPS HOBART TAS 7000 AUSTRALIA,18-07-2013
VRKVCRM,X,RISLX H PERTH WA 6000 AUSTRALIA,19-08-1976
EXYZZW,UEQ,MGIDR P HOBART TAS 7000 AUSTRALIA,27-07-1966
Y,RK,USJCOIY AUIQZ BRISBANE QLD 4001 AUSTRALIA,15-01-1999
DF,SISXZI,W UH SYDNEY NSW 2000 AUSTRALIA,12-08-1951
WYHO,XILEZXZLD,ZWE QIRIQAY MELBOURNE 3000 AUSTRALIA,12-11-1963
Z,EKQPTWL,TIH XBCY PERTH WA 6000 AUSTRALIA,09-11-1960
XXDB,YH,UQGMUYLGJ PJSJMIT HOBART TAS 7000 AUSTRALIA,23-04-1969
KOTLC,LYSWGPJQ,RKA GWGYUXEDR PERTH WA 6000 AUSTRALIA,09-05-2015
UEDTH,RCLAJGP,BUBZTU GYPDRBYHIC CANBERRA ACT 2600 AUSTRALIA,26-02-2018
FEV,FKZA,HVSEAG A PERTH WA 6000 AUSTRALIA,14-05-1973
OKNYWHOTHZ,JHPR,ND NHK HOBART TAS 7000 AUSTRALIA,14-08-1989
TF,ION,CYH AZKCJPGNDA MELBOURNE 3000 AUSTRALIA,03-03-1974
VPFCZCWJUP,VDGWFHK,GQIRZTN RFNACZA SYDNEY NSW 2000 AUSTRALIA,12-10-2009
QEBDVSN,QBCMAFCCS,CDBMBU LIKSN BRISBANE QLD 4001 AUSTRALIA,13-06-1985
UZEQEJCT,REEMZCGHK,FHPOAYB PYYOVVEZMA HOBART TAS 7000 AUSTRALIA,05-08-1988
HSF,FNJACVWG,MFFDDUQLK NYYH SYDNEY NSW 2000 AUSTRALIA,05-10-1983
PZHEZCAB,ZWFRWBFBWL,H F CANBERRA ACT 2600 AUSTRALIA,03-03-1983
KQBKBHPDB,VKDOOCIDQ,VOIWWWHF GDYOLJ PERTH WA 6000 AUSTRALIA,09-06-1972
MIXP,NRLIXCNU,ZVYRDNBBXI BFBOVK SYDNEY NSW 2000 AUSTRALIA,26-06-1997
YHMYB,ZMZWBJFZU,ZLEZPWZYA EHCUPXFD DARWIN NT 0800 AUSTRALIA,06-02-2016
BTYIEWS,V,EPNBSTZ MQSSS CANBERRA ACT 2600 AUSTRALIA,08-03-2001
P,UG,JPV DZWIJDY HOBART TAS 7000 AUSTRALIA,01-06-1997
PK,OPTRKKJERC,ES XQMA CANBERRA ACT 2600 AUSTRALIA,28-08-1969
R,QWTQRTZUP,RBZUGO PPCRMWTY DARWIN NT 0800 AUSTRALIA,04-02-2017
GZ,WA,USP CCREVHNP SYDNEY NSW 2000 AUSTRALIA,16-01-2017
CFTUVNSQZT,CQWRXQU,L UOADZRM BRISBANE QLD 4001 AUSTRALIA,16-07-1994
IWDVI,JNVZPSPB,MPPO CYQXAY BRISBANE QLD 4001 AUSTRALIA,04-03-1981
AAXWT,OJDEGCXI,NGEWX NROZIB HOBART TAS 7000 AUSTRALIA,05-05-1990
MS,JGJXS,XWAQNCAUVS KREOL PERTH WA 6000 AUSTRALIA,25-10-1975
SXXE,GSUCLNMON,XNJHDMRYS JRCGOGELEG HOBART TAS 7000 AUSTRALIA,13-09-1952
CVU,YCP,KUNFLSE ND BRISBANE QLD 4001 AUSTRALIA,07-04-1997
RCU,FMME,ASEIUNXLI NXPEGMZ SYDNEY NSW 2000 AUSTRALIA,20-08-2013
ACDAQI,EQBKKLXUBX,WXVPXXAVO GZWKKZVJ HOBART TAS 7000 AUSTRALIA,12-10-1986
VKBKA,EDQQAXUCR,KV COICXMYS ADELAIDE SA 5000 AUSTRALIA,04-11-2013
YCYM,IXPASM,ZMGFGB TZYIPYW SYDNEY NSW 2000 AUSTRALIA,08-05-1974
DHM,P,HPR SMWQNMRP ADELAIDE SA 5000 AUSTRALIA,27-02-1960
YXI,HKPCRQ,RWHP DAGCBWB BRISBANE QLD 4001 AUSTRALIA,05-03-1964
VJEBIGLAX,KRBZAS,HIMKCTGZ UDZQEFTO HOBART TAS 7000 AUSTRALIA,09-07-2001
RNFPEIAY,KPGKU,DAQVHNSVN P SYDNEY NSW 2000 AUSTRALIA,15-04-1987
TM,IEQBKPA,DPKKPVLHS K PERTH WA 6000 AUSTRALIA,17-08-1970
EX,BXHSBQTZ,IYCQBW JMOZVWKNJK DARWIN NT 0800 AUSTRALIA,28-10-2007
NTEEAIS,COIWBWN,I GMPQH DARWIN NT 0800 AUSTRALIA,15-04-2011
HCVCPNR,USNMOZRUW,HL XGGVICHB ADELAIDE SA 5000 AUSTRALIA,18-09-1992
EMWZOUCF,WD,OBCYXTVQVD KLZAZ DARWIN NT 0800 AUSTRALIA,27-02-1954
WYPHQ,WAG,GHNSSYHQJ MDDUU CANBERRA ACT 2600 AUSTRALIA,14-07-1992
LWNONY,PSYNP,QW Z ADELAIDE SA 5000 AUSTRALIA,07-02-1971
R,SRBGSZVZMJ,LJZPMEIXU VG SYDNEY NSW 2000 AUSTRALIA,04-06-1973
BQKTGRZ,MRHHHN,MLQAUQQZ GUSSUWXX CANBERRA ACT 2600 AUSTRALIA,01-06-1980
MX,BXIMZGNVIN,ELCUMGKLLC IMAQ HOBART TAS 7000 AUSTRALIA,27-09-2006
ONLI,QH,YIM CYWT ADELAIDE SA 5000 AUSTRALIA,21-05-1997
YBPNXSZ,GAEGJDL,OYCX DIQXGYXH BRISBANE QLD 4001 AUSTRALIA,27-04-2017
AZ,C,CASOUVPOQ YPK CANBERRA ACT 2600 AUSTRALIA,27-09-1972
WBKRIRVAPX,MCALGRA,TFZQHP OZ CANBERRA ACT 2600 AUSTRALIA,08-05-1977
WLECXJXM,PNIGK,WLNC U HOBART TAS 7000 AUSTRALIA,25-01-2002
WWCIADFMU,FHUPA,TEFMTBO IWW BRISBANE QLD 4001 AUSTRALIA,04-04-2009
YXI,IQAGCJJE,JMDXH KCGPARCZK BRISBANE QLD 4001 AUSTRALIA,28-10-2001
VX,WMGUGEF,BGOPBAMQPL P DARWIN NT 0800 AUSTRALIA,12-04-1996
T,IIL,DTJRNPGV SZ SYDNEY NSW 2000 AUSTRALIA,11-08-1999
GTQZ,LIBUJGIH,TFOAPIOGG SQYP PERTH WA 6000 AUSTRALIA,09-04-1969
H,QEKZFDCDD,RYVQKCKLRI AGRGPKTWIY SYDNEY NSW 2000 AUSTRALIA,14-01-1961
C,UIXPGFV,YXN HGCCVR MELBOURNE 3000 AUSTRALIA,13-03-1975
FWVD,YQNRV,CJAFL WBLQVYDJ CANBERRA ACT 2600 AUSTRALIA,18-06-1973
YRMTXYP,U,KYXI MGVQF BRISBANE QLD 4001 AUSTRALIA,01-03-1966
F,YGBEDSFHII,UU RGJ SYDNEY NSW 2000 AUSTRALIA,18-11-1973
OOLBFEJ,T,UQBWOJK NZRDU HOBART TAS 7000 AUSTRALIA,08-10-1987
QLPHVOD,YZJOTDLK,WUJFUQY OHLVNCFA PERTH WA 6000 AUSTRALIA,27-03-1988
OJS,DCEZGWR,YH VSO DARWIN NT 0800 AUSTRALIA,24-09-1985
XRZFJWEGI,KXQVJDQ,HUAAA WG SYDNEY NSW 2000 AUSTRALIA,05-07-1966
FMCTK,YQPTQFZ,EFIB AIGRWANKA HOBART TAS 7000 AUSTRALIA,05-01-2006
XE,PUA,RDBTHHNW BD HOBART TAS 7000 AUSTRALIA,18-08-1960
QK,Y,LTNAMOHR EOZNID MELBOURNE 3000 AUSTRALIA,17-08-1980
FEMUGGBHMO,SS,MNDJLDPM ZYNXTUYHC HOBART TAS 7000 AUSTRALIA,03-01-1968
OL,OPDKJOAJ,HBIALUQAS FRAPJJL SYDNEY NSW 2000 AUSTRALIA,09-09-1998
KRPSNS,PXKYJKYKD,AA P HOBART TAS 7000 AUSTRALIA,24-09-1977
E,FDKGUCSS,XK CJSIHNXHF ADELAIDE SA 5000 AUSTRALIA,27-08-2003
VQRZUF,PFSIV,Y VBJGSGKI SYDNEY NSW 2000 AUSTRALIA,17-09-1964
PRQYZ,TEGKR,WSXE UTRITE MELBOURNE 3000 AUSTRALIA,27-04-1981
URGOXH,IEM,TWPKEP XHTWJMJ DARWIN NT 0800 AUSTRALIA,18-11-1980
OEH,J,SZPNETXMZ NXTMNJ DARWIN NT 0800 AUSTRALIA,05-02-1964
HOX,UGEKWJHRL,DQGQNN POHPLEN SYDNEY NSW 2000 AUSTRALIA,13-10-2015
PUSSDWN,ZJQB,XEP FYQRYYSIR HOBART TAS 7000 AUSTRALIA,19-08-1976
JVXZKICXAW,DMTHUVMWC,S GRFKG BRISBANE QLD 4001 AUSTRALIA,06-04-1950
ZLZKFYH,DEHTEQCE,FVZAMUZYPO QNTDLATSUX CANBERRA ACT 2600 AUSTRALIA,26-09-1964
OAZ,NAWKR,ACDBSO LATJ SYDNEY NSW 2000 AUSTRALIA,24-05-2002
U,OKW,DHERSSP WK HOBART TAS 7000 AUSTRALIA,23-03-1975
KP,JUFPGSTPVU,NAPKBTU JMKIMZI DARWIN NT 0800 AUSTRALIA,25-05-1994
VTJFXC,DSNVIEYCD,S JFKTILNRKP MELBOURNE 3000 AUSTRALIA,24-05-2001
